order_id,cst_id,order_date,warehouse_id,payment_method,order_status
ORD1003980,CUST102269,10/15/2024,WH005,gcash,Cancelled
ORD1003981,CUST103465,04/23/2024,WH001,Bank Transfer,Completed
ORD1003982,CUST102213,02/03/2025,WH001,Debit Card,Pending
ORD1003983,CUST102533,01/22/2025,WH005,Cash,Completed
ORD1003984,CUST103240,07/23/2025,WH007,Bank Transfer,Completed
ORD1003985,CUST100038,07/11/2025,WH004,Bank Transfer,Completed
ORD1003986,CUST100494,10/17/2025,WH003,GCash,Cancelled
ORD1003987,CUST101150,11/06/2024,WH006,Credit Card,Completed
ORD1003988,CUST102435,05/29/2024,WH002,Bank Transfer,Completed
ORD1003989,CUST101536,01/30/2025,WH001,gcash,Completed
ORD1003990,CUST103020,04/29/2025,WH006,Cash,Completed
ORD1003991,CUST100274,08/31/2024,WH004,Bank Transfer,Completed
ORD1003992,CUST101257,12/09/2024,WH001,GCash,Completed
ORD1003993,CUST100514,11/01/2025,WH006,gcash,Returned
ORD1003994,CUST102480,07/14/2025,WH008,GCash,Completed
ORD1003995,CUST100946,03/21/2025,WH003,Cash,Completed
ORD1003996,CUST100875,11/17/2025,WH006,Bank Transfer,Completed
ORD1003997,CUST102132,01/11/2024,WH006,,Pending
ORD1003998,CUST100309,01/24/2025,WH006,,Completed
ORD1003999,CUST103250,07/13/2024,WH004,GCash,Completed
ORD1004000,CUST100089,07/28/2024,WH001,GCash,Completed
ORD1004001,CUST101203,07/26/2025,WH002,Credit Card,Completed
ORD1004002,CUST101855,08/05/2025,WH005,Credit Card,Completed
ORD1004003,CUST100033,12/20/2024,WH005,Credit Card,Pending
ORD1004004,CUST100181,01/19/2025,WH001,GCash,Cancelled
ORD1004005, CUST103432 ,03/13/2025,WH002,gcash,Completed
ORD1004006,CUST102074,10/06/2025,WH003,Bank Transfer,Pending
ORD1004007,CUST100109,01/17/2024,WH007,Debit Card,Completed
ORD1004008,CUST101315,02/17/2025,WH006,Cash,Completed
ORD1004009,CUST101165,02/19/2024,WH007,,Completed
ORD1004010,CUST100025,11/15/2025,WH002,,Completed
ORD1004011,CUST101999,06/23/2024,WH007,gcash,Completed
ORD1004012,CUST100793,01/13/2024,WH006,gcash,Completed
ORD1004013,CUST102266,08/13/2025,WH001,,Completed
ORD1004014,CUST102585,06/23/2025,WH005,Debit Card,Completed
ORD1004015,CUST101461,10/20/2025,WH003,GCash,Completed
ORD1004016,CUST101326,09/09/2024,WH008,gcash,Completed
ORD1004017,CUST102228,07/20/2024,WH004,GCash,Completed
ORD1004018,CUST102540,05/03/2025,WH004,,Completed
ORD1004019,CUST101385,11/21/2025,WH008,Credit Card,Completed
ORD1004020,CUST102853,11/18/2025,WH003,Debit Card,Completed
ORD1004021,CUST101005,10/18/2024,WH005,,Completed
ORD1004022,CUST102790,04/22/2025,WH007,Credit Card,Completed
ORD1004023,CUST101298,08/26/2025,WH005,gcash,Completed
ORD1004024,CUST102348,06/27/2025,WH004,gcash,Completed
ORD1004025,CUST103491,03/14/2025,WH003,,Completed
ORD1004026,CUST102614,04/25/2024,WH003,Cash,Completed
ORD1004027,CUST101117,04/06/2025,WH007,GCash,Completed
ORD1004028,CUST101995,05/04/2024,WH004,Debit Card,Completed
ORD1004029,CUST100703,11/25/2024,WH003,GCash,Completed
ORD1004030,CUST101627,02/22/2025,WH004,Credit Card,Completed
ORD1004031,CUST102166,01/20/2024,WH001,Debit Card,Completed
ORD1004032,CUST100216,11/10/2024,WH002,Bank Transfer,Completed
ORD1004033,CUST101399,08/16/2024,WH008,,Completed
ORD1004034,CUST103413,03/22/2024,WH007,,Completed
ORD1004035,CUST103485,04/17/2025,WH008,Bank Transfer,Completed
ORD1004036,CUST102941,06/15/2025,WH007,Bank Transfer,Completed
ORD1004037,CUST102504,10/14/2025,WH001,Bank Transfer,Completed
ORD1004038,CUST102352,05/25/2025,WH004,Cash,Completed
ORD1004039,CUST101861,05/13/2024,WH002,gcash,Completed
ORD1004040,CUST102255,03/07/2024,WH001,Cash,Pending
ORD1004041,CUST100839,08/23/2025,WH002,Debit Card,Completed
ORD1004042,CUST102019,02/05/2024,WH001,,Cancelled
ORD1004043,CUST101949,10/04/2024,WH008,,Completed
ORD1004044,CUST100331,10/03/2024,WH005,gcash,Completed
ORD1004045,CUST100988,05/12/2024,WH008,gcash,Completed
ORD1004046,CUST101118,04/07/2025,WH003,Credit Card,Completed
ORD1004047,CUST102400,07/16/2025,WH005,Bank Transfer,Pending
ORD1004048,CUST101189,10/14/2025,WH003,gcash,Completed
ORD1004049,CUST100746,12/08/2024,WH005,GCash,Completed
ORD1004050,CUST102778,11/13/2024,WH005,Bank Transfer,Completed
ORD1004051,CUST101773,05/28/2024,WH001,,Completed
ORD1004052,CUST102118,03/02/2024,WH006,gcash,Completed
ORD1004053,CUST101190,09/05/2025,WH002,Debit Card,Completed
ORD1004054,CUST101394,09/05/2025,WH002,Debit Card,Returned
ORD1004055,CUST102025,12/17/2025,WH008,Credit Card,Returned
ORD1004056,CUST101149,04/01/2024,WH006,gcash,Completed
ORD1004057,CUST103340,11/03/2024,WH001,Debit Card,Completed
ORD1004058,CUST102989,04/10/2025,WH001,Cash,Completed
ORD1004059,CUST103382,10/04/2025,WH001,GCash,Completed
ORD1004060,CUST102750,10/28/2024,WH005,,Completed
ORD1004061,CUST100300,04/11/2024,WH006,Cash,Completed
ORD1004062,CUST102846,10/25/2025,WH006,Bank Transfer,Completed
ORD1004063,CUST100862,03/01/2024,WH001,,Completed
ORD1004064,CUST101384,05/29/2025,WH003,,Completed
ORD1004065,CUST101465,09/24/2024,WH002,Cash,Completed
ORD1004066,CUST101678,01/01/2024,WH007,Credit Card,Pending
ORD1004067,CUST102804,01/18/2025,WH002,Bank Transfer,Pending
ORD1004068,CUST102007,09/29/2024,WH007,Credit Card,Completed
ORD1004069,CUST101869,11/14/2024,WH002,,Completed
ORD1004070,CUST100672,05/11/2024,WH008,GCash,Completed
ORD1004071,CUST102798,05/06/2025,WH003,Debit Card,Completed
ORD1004072,CUST101268,07/25/2024,WH003,Debit Card,Completed
ORD1004073,CUST102334,04/21/2024,WH005,GCash,Completed
ORD1004074,CUST101719,10/18/2024,WH008,Credit Card,Completed
ORD1004075,CUST102283,05/16/2024,WH004,Debit Card,Returned
ORD1004076,CUST102347,01/30/2025,WH004,Bank Transfer,Completed
ORD1004077,CUST101943,01/23/2025,WH004,Cash,Cancelled
ORD1004078,CUST101574,08/05/2025,WH003,Cash,Completed
ORD1004079,CUST102498,12/16/2025,WH008,Debit Card,Completed
ORD1004080,CUST100542,03/04/2024,WH005,Cash,Completed
ORD1004081,CUST103401,01/28/2024,WH008,GCash,Cancelled
ORD1004082,CUST101488,11/18/2024,WH008,Bank Transfer,Pending
ORD1004083,CUST103438,02/19/2024,WH004,GCash,Completed
ORD1004084,CUST101860,09/13/2025,WH008,Credit Card,Pending
ORD1004085,CUST100454,08/12/2025,WH002,Cash,Completed
ORD1004086,CUST102278,11/11/2024,WH002,,Returned
ORD1004087,CUST101815,12/02/2025,WH004,Bank Transfer,Completed
ORD1004088,CUST102989,01/14/2025,WH002,GCash,Completed
ORD1004089,CUST102926,02/02/2025,WH001,Credit Card,Pending
ORD1004090,CUST100814,07/22/2025,WH004,gcash,Completed
ORD1004091,CUST102687,02/06/2025,WH001,Bank Transfer,Completed
ORD1004092,CUST101960,06/04/2025,WH008,Cash,Completed
ORD1004093,CUST101602,06/23/2024,WH005,Bank Transfer,Completed
ORD1004094,CUST101461,01/07/2025,WH008,GCash,Completed
ORD1004095,CUST102371,08/14/2025,WH006,Debit Card,Completed
ORD1004096,CUST102405,12/06/2025,WH003,,Completed
ORD1004097,CUST103068,05/20/2024,WH006,Bank Transfer,Completed
ORD1004098,CUST103060,01/27/2024,WH001,Bank Transfer,Pending
ORD1004099,CUST100852,03/09/2025,WH005,gcash,Completed
ORD1004100,CUST101670,02/09/2024,WH006,Credit Card,Completed
ORD1004101,CUST103465,05/13/2025,WH004,,Completed
ORD1004102,CUST102955,11/07/2024,WH002,Cash,Completed
ORD1004103,CUST101571,08/07/2025,WH008,Debit Card,Completed
ORD1004104,CUST100008,04/25/2024,WH002,Cash,Completed
ORD1004105,CUST100806,02/03/2024,WH003,Credit Card,Completed
ORD1004106,CUST103193,06/07/2024,WH006,Bank Transfer,Completed
ORD1004107,CUST102470,02/16/2024,WH003,Credit Card,Completed
ORD1004108,CUST102760,04/19/2024,WH002,GCash,Completed
ORD1004109,CUST102712,07/06/2025,WH002,gcash,Completed
ORD1004110,CUST100469,05/20/2025,WH007,GCash,Completed
ORD1004111,CUST102049,03/30/2025,WH001,Credit Card,Completed
ORD1004112,CUST102364,11/03/2024,WH008,,Completed
ORD1004113,CUST100335,06/12/2024,WH002,Debit Card,Returned
ORD1004114,CUST101800,08/31/2025,WH002,GCash,Returned
ORD1004115,CUST100939,10/01/2025,WH008,Credit Card,Pending
ORD1004116,CUST103398,07/01/2024,WH005,GCash,Completed
ORD1004117,CUST100883,10/16/2025,WH006,Cash,Completed
ORD1004118,CUST101066,03/31/2025,WH006,Cash,Completed
ORD1004119,CUST103105,09/09/2024,WH003,Cash,Completed
ORD1004120,CUST102132,06/04/2024,WH005,Bank Transfer,Completed
ORD1004121,CUST103310,03/07/2025,WH004,Debit Card,Completed
ORD1004122,CUST101831,01/11/2024,WH008,GCash,Completed
ORD1004123,CUST100659,08/18/2024,WH007,Debit Card,Completed
ORD1004124,CUST100774,05/17/2025,WH001,,Completed
ORD1004125,CUST100588,12/28/2024,WH006,Bank Transfer,Completed
ORD1004126,CUST102848,04/16/2024,WH008,Credit Card,Completed
ORD1004127,CUST100085,04/26/2024,WH004,Cash,Completed
ORD1004128,CUST102601,05/21/2025,WH005,Credit Card,Completed
ORD1004129,CUST101542,09/03/2025,WH007,Credit Card,Completed
ORD1004130,CUST101905,05/19/2025,WH002,Cash,Completed
ORD1004131,CUST102900,04/24/2024,WH003,Bank Transfer,Completed
ORD1004132,CUST103305,05/02/2025,WH006,gcash,Returned
ORD1004133,CUST100998,07/21/2024,WH008,GCash,Returned
ORD1004134,CUST103244,03/08/2025,WH006,GCash,Completed
ORD1004135,CUST103188,03/07/2025,WH007,Credit Card,Completed
ORD1004136,CUST102863,10/07/2025,WH001,Credit Card,Completed
ORD1004137,CUST100435,08/25/2025,WH001,Cash,Completed
ORD1004138,CUST100534,02/25/2024,WH007,Debit Card,Cancelled
ORD1004139,CUST100119,01/01/2024,WH007,Debit Card,Completed
ORD1004140,CUST103130,11/11/2025,WH001,Debit Card,Completed
ORD1004141,CUST103338,08/11/2024,WH004,,Completed
ORD1004142,CUST101071,02/18/2024,WH002,Debit Card,Completed
ORD1004143,CUST101841,05/19/2024,WH005,Bank Transfer,Completed
ORD1004144,CUST101996,12/27/2024,WH005,Debit Card,Cancelled
ORD1004145,CUST101370,10/10/2025,WH001,,Completed
ORD1004146,CUST103412,11/04/2025,WH007,GCash,Completed
ORD1004147,CUST103300,04/24/2025,WH002,Bank Transfer,Completed
ORD1004148,CUST100809,07/15/2024,WH006,Bank Transfer,Completed
ORD1004149,CUST101925,06/04/2025,WH007,Bank Transfer,Completed
ORD1004150,CUST100700,09/03/2025,WH005,GCash,Returned
ORD1004151,CUST100306,10/26/2024,WH008,Bank Transfer,Completed
ORD1004152,CUST102982,03/09/2025,WH004,Bank Transfer,Completed
ORD1004153,CUST103032,12/23/2024,WH003,Credit Card,Completed
ORD1004154,CUST100046,09/20/2025,WH005,gcash,Completed
ORD1004155,CUST101903,03/23/2025,WH006,GCash,Completed
ORD1004156,CUST100610,02/05/2024,WH004,Credit Card,Returned
ORD1004157,CUST101972,09/28/2025,WH001,gcash,Cancelled
ORD1004158,CUST101146,02/09/2025,WH003,,Completed
ORD1004159,CUST101870,11/10/2024,WH005,GCash,Completed
ORD1004160,CUST102584,05/17/2024,WH003,Credit Card,Completed
ORD1004161,CUST100297,05/24/2025,WH008,Bank Transfer,Completed
ORD1004162,CUST101682,01/14/2024,WH008,,Completed
ORD1004163,CUST101198,05/06/2024,WH006,Cash,Completed
ORD1004164,CUST101377,05/17/2025,WH004,,Completed
ORD1004165,CUST103258,07/17/2024,WH002,Bank Transfer,Completed
ORD1004166,CUST103216,07/01/2025,WH007,Credit Card,Completed
ORD1004167,CUST102283,07/10/2024,WH008,Debit Card,Completed
ORD1004168,CUST102646,06/21/2025,WH005,Credit Card,Completed
ORD1004169,CUST101351,05/10/2025,WH001,GCash,Completed
ORD1004170,CUST102215,06/14/2025,WH002,Debit Card,Completed
ORD1004171,CUST101649,06/19/2025,WH005,gcash,Completed
ORD1004172,CUST101191,08/06/2025,WH002,gcash,Completed
ORD1004173,CUST102771,09/25/2024,WH005,Bank Transfer,Completed
ORD1004174,CUST103007,12/08/2024,WH001,GCash,Returned
ORD1004175,CUST101233,02/21/2024,WH004,gcash,Completed
ORD1004176,CUST100886,09/10/2024,WH004,Bank Transfer,Completed
ORD1004177,CUST101407,12/01/2024,WH006,Debit Card,Completed
ORD1004178,CUST103311,07/16/2025,WH002,,Completed
ORD1004179,CUST102700,10/21/2025,WH005,GCash,Completed
ORD1004180,CUST100912,05/01/2025,WH003,GCash,Completed
ORD1004181,CUST102172,04/03/2024,WH004,gcash,Completed
ORD1004182,CUST102871,05/26/2024,WH007,Cash,Completed
ORD1004183,CUST101250,01/24/2025,WH001,GCash,Completed
ORD1004184,CUST103200,11/13/2024,WH004,,Completed
ORD1004185,CUST103271,11/10/2025,WH008,gcash,Completed
ORD1004186,CUST100793,05/12/2024,WH003,Debit Card,Completed
ORD1004187,CUST102110,02/20/2025,WH004,GCash,Cancelled
ORD1004188,CUST100804,07/22/2025,WH002,GCash,Completed
ORD1004189,CUST102349,11/15/2024,WH002,Cash,Completed
ORD1004190,CUST100276,06/29/2024,WH004,gcash,Cancelled
ORD1004191,CUST102243,04/04/2024,WH005,Cash,Returned
ORD1004192,CUST101195,03/30/2025,WH003,Bank Transfer,Completed
ORD1004193,CUST101790,04/05/2025,WH005,Cash,Cancelled
ORD1004194,CUST101751,06/20/2025,WH001,GCash,Completed
ORD1004195,CUST103480,09/03/2025,WH005,,Completed
ORD1004196,CUST100301,12/24/2025,WH007,Cash,Completed
ORD1004197,CUST102037,05/16/2024,WH006,Cash,Completed
ORD1004198,CUST100513,11/12/2024,WH005,gcash,Completed
ORD1004199,CUST102271,08/24/2024,WH008,gcash,Completed
ORD1004200,CUST101478,09/28/2025,WH007,GCash,Completed
ORD1004201,CUST100582,03/27/2024,WH001,Credit Card,Completed
ORD1004202,CUST100631,04/29/2025,WH006,GCash,Completed
ORD1004203,CUST100434,08/17/2024,WH006,Bank Transfer,Completed
ORD1004204,CUST102708,01/07/2024,WH001,Credit Card,Completed
ORD1004205,CUST103196,03/12/2025,WH004,Credit Card,Completed
ORD1004206,CUST101129,10/12/2024,WH006,Cash,Completed
ORD1004207,CUST101338,05/19/2025,WH006,,Completed
ORD1004208,CUST100163,10/14/2024,WH002,Cash,Completed
ORD1004209,CUST100587,05/18/2024,WH002,gcash,Completed
ORD1004210,CUST100541,03/28/2024,WH001,gcash,Completed
ORD1004211,CUST103317,05/12/2024,WH005,GCash,Completed
ORD1004212,CUST101076,11/15/2024,WH001,gcash,Pending
ORD1004213,CUST102744,07/15/2024,WH006,Credit Card,Completed
ORD1004214,CUST100511,03/26/2024,WH007,Cash,Completed
ORD1004215,CUST100627,08/19/2024,WH007,GCash,Completed
ORD1004216,CUST100755,09/01/2025,WH005,GCash,Pending
ORD1004217,CUST100673,09/05/2025,WH006,GCash,Completed
ORD1004218,CUST100724,09/21/2024,WH007,gcash,Completed
ORD1004219,CUST101011,01/15/2025,WH007,,Completed
ORD1004220,CUST101466,05/13/2024,WH006,Debit Card,Completed
ORD1004221,CUST100644,10/27/2024,WH008,Bank Transfer,Completed
ORD1004222,CUST101835,03/15/2025,WH002,gcash,Completed
ORD1004223,CUST101277,01/14/2024,WH004,Credit Card,Completed
ORD1004224,CUST102180,09/18/2025,WH005,,Completed
ORD1004225,CUST102037,10/22/2025,WH007,,Completed
ORD1004226,CUST103183,11/13/2025,WH001,Debit Card,Completed
ORD1004227,CUST102172,06/03/2024,WH003,Debit Card,Pending
ORD1004228,CUST102409,10/14/2025,WH001,Bank Transfer,Completed
ORD1004229,CUST102932,03/24/2024,WH003,gcash,Completed
ORD1004230,CUST100696,10/05/2025,WH003,Credit Card,Completed
ORD1004231,CUST103055,04/09/2024,WH003,Credit Card,Completed
ORD1004232,CUST101573,09/11/2024,WH001,gcash,Completed
ORD1004233,CUST102319,11/23/2025,WH005,Bank Transfer,Completed
ORD1004234,CUST102554,01/03/2025,WH006,,Completed
ORD1004235,CUST100752,06/07/2024,WH002,Debit Card,Pending
ORD1004236,CUST101943,09/28/2024,WH005,,Completed
ORD1004237,CUST100998,08/29/2024,WH003,Bank Transfer,Completed
ORD1004238,CUST100593,11/04/2025,WH006,Debit Card,Cancelled
ORD1004239,CUST103084,10/27/2024,WH004,Bank Transfer,Completed
ORD1004240,CUST102757,03/08/2024,WH008,Bank Transfer,Completed
ORD1004241,CUST100649,04/30/2024,WH006,,Completed
ORD1004242,CUST100689,02/08/2025,WH003,GCash,Completed
ORD1004243,CUST100303,01/10/2024,WH004,GCash,Cancelled
ORD1004244,CUST101206,06/29/2024,WH005,gcash,Completed
ORD1004245,CUST100846,03/16/2025,WH001,Credit Card,Pending
ORD1004246,CUST102568,09/12/2025,WH003,GCash,Completed
ORD1004247,CUST101416,03/11/2024,WH003,gcash,Completed
ORD1004248,CUST103393,09/04/2024,WH002,GCash,Completed
ORD1004249,CUST101962,10/12/2024,WH002,Debit Card,Pending
ORD1004250,CUST103117,09/22/2025,WH007,Cash,Pending
ORD1004251,CUST100336,07/28/2025,WH007,GCash,Completed
ORD1004252,CUST103395,11/08/2025,WH005,Bank Transfer,Cancelled
ORD1004253,CUST101138,03/29/2025,WH005,Bank Transfer,Completed
ORD1004254,CUST101389,05/05/2024,WH005,Debit Card,Completed
ORD1004255,CUST102090,11/16/2025,WH006,gcash,Completed
ORD1004256,CUST101526,07/04/2025,WH003,Cash,Pending
ORD1004257,CUST101102,04/27/2025,WH005,gcash,Pending
ORD1004258,CUST100571,09/12/2024,WH007,Debit Card,Completed
ORD1004259,CUST101468,08/03/2025,WH001,GCash,Completed
ORD1004260,CUST101655,10/21/2024,WH005,Cash,Completed
ORD1004261,CUST100453,08/24/2024,WH001,Debit Card,Completed
ORD1004262,CUST102732,07/19/2024,WH001,Cash,Completed
ORD1004263,CUST100627,04/26/2025,WH005,Bank Transfer,Completed
ORD1004264,CUST100242,03/26/2025,WH003,Debit Card,Completed
ORD1004265,CUST101126,06/14/2024,WH005,,Completed
ORD1004266,CUST101117,09/07/2024,WH004,GCash,Completed
ORD1004267,CUST101047,06/14/2024,WH005,Cash,Pending
ORD1004268,CUST103240,06/24/2025,WH003,,Completed
ORD1004269,CUST102091,09/07/2024,WH005,GCash,Completed
ORD1004270,CUST100639,07/22/2025,WH001,Debit Card,Returned
ORD1004271,CUST101814,06/18/2024,WH002,gcash,Completed
ORD1004272,CUST101040,10/15/2024,WH003,Bank Transfer,Completed
ORD1004273,CUST103326,01/20/2024,WH005,Bank Transfer,Completed
ORD1004274,CUST103273,01/04/2024,WH001,gcash,Completed
ORD1004275,CUST102052,01/22/2024,WH008,,Completed
ORD1004276,CUST101207,02/18/2024,WH002,GCash,Completed
ORD1004277,CUST100468,11/08/2025,WH007,GCash,Completed
ORD1004278,CUST102909,07/18/2024,WH006,Cash,Completed
ORD1004279,CUST100086,01/23/2025,WH003,GCash,Completed
ORD1004280,CUST101005,11/27/2025,WH005,Bank Transfer,Completed
ORD1004281,CUST101916,12/21/2024,WH003,Credit Card,Completed
ORD1004282,CUST100900,10/14/2024,WH004,gcash,Completed
ORD1004283,CUST102541,06/16/2025,WH007,Bank Transfer,Completed
ORD1004284,CUST100655,06/27/2025,WH008,Credit Card,Completed
ORD1004285,CUST102985,03/14/2024,WH004,Cash,Completed
ORD1004286,CUST100220,11/14/2025,WH001,Credit Card,Completed
ORD1004287,CUST101168,03/30/2024,WH004,Cash,Completed
ORD1004288,CUST101454,09/06/2024,WH006,Bank Transfer,Pending
ORD1004289,CUST103449,11/26/2025,WH005,Debit Card,Completed
ORD1004290,CUST102497,02/13/2025,WH005,Bank Transfer,Returned
ORD1004291,CUST103465,02/18/2025,WH002,Bank Transfer,Cancelled
ORD1004292,CUST101769,09/14/2025,WH005,Bank Transfer,Cancelled
ORD1004293,CUST103284,11/23/2024,WH004,Credit Card,Completed
ORD1004294,CUST101426,03/24/2025,WH003,Credit Card,Completed
ORD1004295,CUST100099,02/02/2025,WH008,Debit Card,Completed
ORD1004296,CUST100716,03/22/2024,WH005,Cash,Pending
ORD1004297,CUST101314,08/10/2024,WH003,Debit Card,Completed
ORD1004298,CUST102393,07/15/2025,WH004,GCash,Completed
ORD1004299,CUST100736,08/27/2024,WH006,GCash,Completed
ORD1004300,CUST100885,10/21/2025,WH002,GCash,Completed
ORD1004301,CUST102289,12/01/2025,WH008,Bank Transfer,Completed
ORD1004302,CUST100113,07/15/2025,WH002,GCash,Completed
ORD1004303,CUST103093,01/01/2024,WH001,Bank Transfer,Completed
ORD1004304,CUST103376,07/03/2025,WH004,GCash,Completed
ORD1004305,CUST102830,12/17/2025,WH008,Credit Card,Completed
ORD1004306,CUST103299,07/05/2025,WH003,gcash,Pending
ORD1004307,CUST100574,04/10/2025,WH005,,Cancelled
ORD1004308,CUST100751,03/23/2025,WH002,GCash,Completed
ORD1004309,CUST103034,12/27/2024,WH004,gcash,Completed
ORD1004310,CUST100836,06/29/2024,WH002,Credit Card,Completed
ORD1004311,CUST102464,12/14/2024,WH001,Bank Transfer,Completed
ORD1004312,CUST102031,10/26/2025,WH005,Cash,Completed
ORD1004313,CUST101039,03/03/2024,WH005,Bank Transfer,Completed
ORD1004314,CUST101496,04/04/2024,WH006,GCash,Completed
ORD1004315,CUST101566,09/30/2025,WH008,,Completed
ORD1004316,CUST103108,08/26/2025,WH007,Credit Card,Returned
ORD1004317,CUST101880,01/07/2025,WH007,GCash,Completed
ORD1004318,CUST101495,09/19/2024,WH005,Debit Card,Completed
ORD1004319,CUST102346,03/21/2024,WH008,Bank Transfer,Completed
ORD1004320,CUST100476,05/06/2025,WH001,Credit Card,Pending
ORD1004321,CUST101124,01/28/2025,WH007,Debit Card,Completed
ORD1004322,CUST101914,08/10/2025,WH002,GCash,Completed
ORD1004323,CUST102162,09/21/2024,WH008,GCash,Completed
ORD1004324,CUST100397,08/05/2025,WH006,Credit Card,Completed
ORD1004325,CUST101082,11/27/2025,WH002,Debit Card,Completed
ORD1004326,CUST101566,04/27/2024,WH003,Debit Card,Completed
ORD1004327,CUST100011,07/12/2025,WH001,Credit Card,Returned
ORD1004328,CUST102021,03/21/2025,WH006,Credit Card,Completed
ORD1004329,CUST102966,10/24/2024,WH002,Credit Card,Completed
ORD1004330,CUST103309,06/05/2024,WH006,gcash,Completed
ORD1004331,CUST102258,04/23/2024,WH001,Bank Transfer,Completed
ORD1004332,CUST101027,03/22/2024,WH005,gcash,Completed
ORD1004333,CUST102481,07/13/2024,WH002,Cash,Completed
ORD1004334,CUST102273,01/09/2025,WH003,GCash,Completed
ORD1004335,CUST100119,01/27/2025,WH004,Credit Card,Completed
ORD1004336,CUST100001,12/21/2025,WH001,,Returned
ORD1004337,CUST103489,06/25/2025,WH004,Credit Card,Completed
ORD1004338,CUST103051,12/17/2025,WH006,Debit Card,Completed
ORD1004339,CUST101414,07/04/2025,WH003,GCash,Completed
ORD1004340,CUST101110,02/22/2025,WH002,Credit Card,Completed
ORD1004341,CUST100326,08/19/2025,WH004,Cash,Completed
ORD1004342,CUST100843,07/17/2025,WH003,Bank Transfer,Completed
ORD1004343,CUST100323,08/12/2025,WH008,Debit Card,Completed
ORD1004344,CUST100359,07/01/2024,WH001,GCash,Cancelled
ORD1004345,CUST102997,06/12/2025,WH004,Bank Transfer,Completed
ORD1004346,CUST102749,06/12/2024,WH006,Debit Card,Completed
ORD1004347,CUST102770,08/19/2024,WH004,GCash,Completed
ORD1004348,CUST100198,05/30/2025,WH008,GCash,Pending
ORD1004349,CUST101293,01/03/2025,WH008,Bank Transfer,Completed
ORD1004350,CUST102163,07/27/2025,WH004,Cash,Completed
ORD1004351,CUST101939,06/10/2025,WH006,,Completed
ORD1004352,CUST101105,06/25/2025,WH003,,Cancelled
ORD1004353,CUST101427,04/17/2024,WH008,gcash,Cancelled
ORD1004354,CUST102489,03/17/2024,WH005,Bank Transfer,Completed
ORD1004355,CUST102962,06/30/2024,WH005,gcash,Completed
ORD1004356,CUST103381,09/17/2024,WH004,,Completed
ORD1004357,CUST102481,08/21/2025,WH004,Cash,Completed
ORD1004358,CUST100963,02/02/2024,WH003,GCash,Completed
ORD1004359,CUST103177,01/29/2025,WH003,,Completed
ORD1004360,CUST102170,07/27/2025,WH008,Debit Card,Completed
ORD1004361,CUST102678,09/22/2024,WH003,Bank Transfer,Completed
ORD1004362,CUST101297,08/15/2024,WH008,Cash,Completed
ORD1004363,CUST101949,05/29/2024,WH001,Cash,Completed
ORD1004364,CUST101784,11/09/2024,WH006,gcash,Completed
ORD1004365,CUST102560,03/25/2025,WH007,,Cancelled
ORD1004366,CUST100292,02/26/2025,WH001,Credit Card,Pending
ORD1004367,CUST101895,09/12/2025,WH001,Bank Transfer,Completed
ORD1004368,CUST100716,01/01/2024,WH003,Debit Card,Completed
ORD1004369,CUST100564,08/01/2024,WH003,,Completed
ORD1004370,CUST102780,09/15/2024,WH002,Cash,Completed
ORD1004371,CUST101892,10/12/2024,WH005,Bank Transfer,Completed
ORD1004372,CUST101208,06/14/2025,WH005,,Completed
ORD1004373,CUST102342,03/14/2024,WH007,GCash,Completed
ORD1004374,CUST100004,07/27/2024,WH004,Bank Transfer,Completed
ORD1004375,CUST103194,02/09/2024,WH007,Cash,Completed
ORD1004376,CUST101123,02/20/2025,WH004,Bank Transfer,Completed
ORD1004377,CUST100410,12/04/2025,WH007,Cash,Completed
ORD1004378,CUST102344,12/14/2025,WH008,Bank Transfer,Completed
ORD1004379,CUST102969,02/05/2024,WH004,Credit Card,Completed
ORD1004380,CUST103401,03/27/2024,WH008,Bank Transfer,Completed
ORD1004381,CUST102636,02/20/2025,WH005,GCash,Pending
ORD1004382,CUST102990,07/14/2024,WH003,Credit Card,Completed
ORD1004383,CUST101097,06/17/2024,WH007,Bank Transfer,Completed
ORD1004384,CUST102650,05/14/2025,WH005,GCash,Completed
ORD1004385,CUST100035,08/12/2024,WH005,,Cancelled
ORD1004386,CUST103253,03/12/2025,WH007,GCash,Completed
ORD1004387,CUST102806,01/29/2024,WH006,GCash,Completed
ORD1004388,CUST102309,12/14/2025,WH008,Cash,Returned
ORD1004389,CUST103266,03/02/2024,WH001,Credit Card,Completed
ORD1004390,CUST101818,01/26/2024,WH006,gcash,Completed
ORD1004391,CUST101128,10/31/2024,WH004,Credit Card,Completed
ORD1004392,CUST101889,10/02/2025,WH001,Cash,Cancelled
ORD1004393,CUST100194,04/10/2025,WH003,Credit Card,Completed
ORD1004394,CUST103305,12/22/2024,WH006,GCash,Completed
ORD1004395,CUST101777,07/21/2024,WH001,Debit Card,Completed
ORD1004396,CUST100008,06/14/2024,WH004,Bank Transfer,Completed
ORD1004397,CUST102113,04/21/2025,WH006,,Completed
ORD1004398,CUST101805,01/02/2025,WH003,Cash,Completed
ORD1004399,CUST103461,03/23/2025,WH007,Cash,Cancelled
ORD1004400,CUST102692,10/27/2024,WH008,Credit Card,Completed
ORD1004401,CUST100958,08/07/2024,WH006,Cash,Completed
ORD1004402,CUST100134,05/10/2024,WH006,,Completed
