line_id,order_id,prd_id,quantity,unit_price,discount_pct
LINE0007238,ORD1004657,SKU10430,1,2739.76,0.05
LINE0007239,ORD1004658,SKU10037,5,1377.99,0.15
LINE0007240,ORD1004658,SKU10231,6,3105.08,0.15
LINE0007241,ORD1004659,SKU10530,6,1135.38,0.1
LINE0007242,ORD1004660,SKU10542,3,3124.71,0.15
LINE0007243,ORD1004661,SKU10123,2,3464.52,0
LINE0007244,ORD1004661,SKU10208,3,2943.17,0.05
LINE0007245,ORD1004662,SKU10006,1,1488.72,0.05
LINE0007246,ORD1004662,SKU10185,4,-408.37,0.1
LINE0007247,ORD1004662,SKU10388,2,908.01,0
LINE0007248,ORD1004663,SKU10349,4,2567.01,0.05
LINE0007249,ORD1004663,SKU10578,5,3672.31,0.15
LINE0007250,ORD1004664,SKU10217,4,1241.02,0.05
LINE0007251,ORD1004664,SKU10509,3,1804.48,0.05
LINE0007252,ORD1004665,SKU10465,2,1747.91,0.15
LINE0007253,ORD1004665,SKU10541,1,3726.55,0.05
LINE0007254,ORD1004666,SKU10061,3,1315.76,0.05
LINE0007255,ORD1004666,SKU10110,2,2015.61,0.1
LINE0007256,ORD1004666,SKU10504,2,3240.74,0
LINE0007257,ORD1004667,SKU10341,7,1812.76,0.05
LINE0007258,ORD1004668,SKU10143,7,1888.71,0.1
LINE0007259,ORD1004668,SKU10367,7,2293.19,0
LINE0007260,ORD1004668,SKU10059,3,2360.89,0.15
LINE0007261,ORD1004669,SKU10539,1,2649.02,0
LINE0007262,ORD1004670,SKU10531,7,1087.13,0.1
LINE0007263,ORD1004671,SKU10429,4,3829.99,0
LINE0007264,ORD1004672,SKU10145,6,153.76,0.05
LINE0007265,ORD1004673,SKU10356,5,1763.96,0.05
LINE0007266,ORD1004674,SKU10169,1,1458.66,0.1
LINE0007267,ORD1004675,SKU10290,5,2321.32,0.15
LINE0007268,ORD1004676,SKU10383,4,1184.45,0.05
LINE0007269,ORD1004677,SKU10166,4,2323.49,0
LINE0007270,ORD1004678,SKU10469,1,2029.96,0
LINE0007271,ORD1004679,SKU10419,6,3168.76,0.05
LINE0007272,ORD1004679,SKU10360,7,2703.8,0
LINE0007273,ORD1004680,SKU10078,3,1123.46,0.05
LINE0007274,ORD1004681,SKU10429,6,4195.81,0.05
LINE0007275,ORD1004682,SKU10037,2,1410.38,0.15
LINE0007276,ORD1004682,SKU10385,2,2004.84,0.05
LINE0007277,ORD1004683,SKU10191,1,1250.09,0.1
LINE0007278,ORD1004683,SKU10563,4,3565.54,0
LINE0007279,ORD1004684,SKU10157,5,2935.83,0.05
LINE0007280,ORD1004684,SKU10440,1,602.87,0.1
LINE0007281,ORD1004684,SKU10049,4,578.82,0
LINE0007282,ORD1004685,SKU10065,2,415.52,0.05
LINE0007283,ORD1004686,SKU10331,5,1346.16,0.05
LINE0007284,ORD1004687,SKU10162,1,631.99,0.05
LINE0007285,ORD1004687,SKU10513,6,86.67,0
LINE0007286,ORD1004688,SKU10519,4,3075.3,0
LINE0007287,ORD1004689,SKU10400,5,1213.55,0.1
LINE0007288,ORD1004690,SKU10379,6,2214.67,0.15
LINE0007289,ORD1004691,SKU10301,5,3231.89,0.05
LINE0007290,ORD1004692,SKU10053,2,1776.32,0.15
LINE0007291,ORD1004692,SKU10005,5,2832.09,0.15
LINE0007292,ORD1004692,SKU10455,3,3595.9,0.1
LINE0007293,ORD1004693,SKU10251,2,145.8,0
LINE0007294,ORD1004693,SKU10072,7,1563.67,0.05
LINE0007295,ORD1004694,SKU10085,2,3379.39,0
LINE0007296,ORD1004695,SKU10305,7,162.4,0.1
LINE0007297,ORD1004696,SKU10266,4,162.02,0.1
LINE0007298,ORD1004697,SKU10155,5,1082,0.1
LINE0007299,ORD1004697,SKU10459,4,380.74,0.05
LINE0007300,ORD1004698,SKU10145,3,148.04,0
LINE0007301,ORD1004698,SKU10549,7,43.53,0.05
LINE0007302,ORD1004699,SKU10131,2,1419.76,0.05
LINE0007303,ORD1004699,SKU10562,2,3053.28,0
LINE0007304,ORD1004700,SKU10111,2,3884.41,0.15
LINE0007305,ORD1004700,SKU10389,5,2323.26,0.05
LINE0007306,ORD1004701,SKU10557,1,552.33,0
LINE0007307,ORD1004701,SKU10179,1,1137.75,0
LINE0007308,ORD1004702,SKU10504,6,2937.78,0.1
LINE0007309,ORD1004702,SKU10254,6,3866.37,0.15
LINE0007310,ORD1004703,SKU10227,4,1403.4,0
LINE0007311,ORD1004703,SKU10052,5,1184.78,0.1
LINE0007312,ORD1004704,SKU10582,5,942.07,0.1
LINE0007313,ORD1004705,SKU10284,2,3729.1,0.05
LINE0007314,ORD1004706,SKU10431,6,863.12,0
LINE0007315,ORD1004706,SKU10389,6,2784.68,0.15
LINE0007316,ORD1004707,SKU10365,2,1301.55,0
LINE0007317,ORD1004708,SKU10150,5,2437.55,0
LINE0007318,ORD1004709,SKU10291,2,1100.4,0
LINE0007319,ORD1004709,SKU10317,5,1879.75,0.1
LINE0007320,ORD1004710,SKU10459,3,375.26,0.05
LINE0007321,ORD1004710,SKU10432,1,3111.56,0.15
LINE0007322,ORD1004711,SKU10138,5,2153.69,0.1
LINE0007323,ORD1004712,SKU10214,7,2834.89,0
LINE0007324,ORD1004712,SKU10148,3,3141.14,0.05
LINE0007325,ORD1004712,SKU10561,2,2825.64,0.15
LINE0007326,ORD1004713,SKU10109,5,889.29,0.15
LINE0007327,ORD1004714,SKU10526,7,1181.23,0.15
LINE0007328,ORD1004715,SKU10302,6,1530.16,0
LINE0007329,ORD1004716,SKU10501,1,1892.97,0.1
LINE0007330,ORD1004717,SKU10355,5,513.14,0.15
LINE0007331,ORD1004717,SKU10192,4,137.24,0.15
LINE0007332,ORD1004717,SKU10299,3,367.9,0
LINE0007333,ORD1004718,SKU10015,3,1834.36,0.15
LINE0007334,ORD1004718,SKU10214,6,2605.27,0
LINE0007335,ORD1004719,SKU10394,3,899.14,0
LINE0007336,ORD1004720,SKU10341,2,1952.48,0.15
LINE0007337,ORD1004721,SKU10255,4,1320.76,0.15
LINE0007338,ORD1004721,SKU10278,4,1784.35,0
LINE0007339,ORD1004721,SKU10286,2,270.91,0.05
LINE0007340,ORD1004722,SKU10546,6,501.36,0.1
LINE0007341,ORD1004723,SKU10498,7,1372.49,0.15
LINE0007342,ORD1004723,SKU10389,3,2767.23,0.15
LINE0007343,ORD1004723,SKU10399,3,515.96,0.15
LINE0007344,ORD1004724,SKU10293,1,3361.06,0.05
LINE0007345,ORD1004725,SKU10462,5,3241.2,0.15
LINE0007346,ORD1004726,SKU10211,6,300.95,0.05
LINE0007347,ORD1004727,SKU10259,5,565.9,0.05
LINE0007348,ORD1004728,SKU10561,7,2399.66,0.15
LINE0007349,ORD1004729,SKU10029,4,1605.43,0
LINE0007350,ORD1004729,SKU10006,7,1524.68,0
LINE0007351,ORD1004730,SKU10463,3,3739.14,0.1
LINE0007352,ORD1004731,SKU10230,7,2539.21,0.15
LINE0007353,ORD1004731,SKU10314,2,347.81,0.15
LINE0007354,ORD1004732,SKU10121,3,179.7,0.15
LINE0007355,ORD1004733,SKU10492,4,737.26,0.05
LINE0007356,ORD1004734,SKU10143,5,2100.94,0.1
LINE0007357,ORD1004735,SKU10413,4,286.07,0.05
LINE0007358,ORD1004736,SKU10110,7,1679.35,0.1
LINE0007359,ORD1004737,SKU10563,7,3215.34,0
LINE0007360,ORD1004738,SKU10251,4,117.08,0.1
LINE0007361,ORD1004738,SKU10381,4,1682.86,0
LINE0007362,ORD1004739,SKU10534,6,1019.48,0.1
LINE0007363,ORD1004740,SKU10084,2,2917.53,0.1
LINE0007364,ORD1004740,SKU10244,7,3641.6,0.05
LINE0007365,ORD1004741,SKU10573,7,2868.59,0.05
LINE0007366,ORD1004742,SKU10533,6,3241.09,0.05
LINE0007367,ORD1004743,SKU10444,4,196.52,0.15
LINE0007368,ORD1004744,SKU10476,2,1356.25,0
LINE0007369,ORD1004745,SKU10280,3,941.84,0
LINE0007370,ORD1004745,SKU10260,4,231.48,0.1
LINE0007371,ORD1004746,SKU10502,4,3090,0
LINE0007372,ORD1004746,SKU10260,4,216.29,0
LINE0007373,ORD1004747,SKU10263,5,2379.82,0.05
LINE0007374,ORD1004748,SKU10017,1,46.84,0.05
LINE0007375,ORD1004748,SKU10437,1,3564.73,0
LINE0007376,ORD1004748,SKU10075,5,2020.7,0.1
LINE0007377,ORD1004749,SKU10448,7,758.78,0
LINE0007378,ORD1004749,SKU10110,5,1634.43,0
LINE0007379,ORD1004750,SKU10269,1,3240.13,0.15
LINE0007380,ORD1004751,SKU10464,4,3046.54,0.05
LINE0007381,ORD1004751,SKU10443,3,1709.9,0.05
LINE0007382,ORD1004752,SKU10476,6,1462.92,0
LINE0007383,ORD1004753,SKU10061,4,1240.31,0
LINE0007384,ORD1004754,SKU10244,7,3593.14,0.1
LINE0007385,ORD1004755,SKU10253,2,2337.2,0
LINE0007386,ORD1004755,SKU10079,0,1556.87,0.05
LINE0007387,ORD1004755,SKU10242,2,2624.06,0.15
LINE0007388,ORD1004756,SKU10557,6,589.99,0
LINE0007389,ORD1004756,SKU10059,6,2560.89,0.15
LINE0007390,ORD1004757,SKU10040,5,517.9,0.15
LINE0007391,ORD1004758,SKU10025,1,244.9,0.05
LINE0007392,ORD1004758,SKU10426,1,3742.99,0.05
LINE0007393,ORD1004759,SKU10499,2,2220.7,0
LINE0007394,ORD1004759,SKU10378,6,3120.88,0.15
LINE0007395,ORD1004760,SKU10554,6,2035.46,0.1
LINE0007396,ORD1004761,SKU10517,4,1429.78,0.15
LINE0007397,ORD1004762,SKU10441,6,394.76,0
LINE0007398,ORD1004762,SKU10522,3,282.4,0.05
LINE0007399,ORD1004763,SKU10164,4,3741.02,0.05
LINE0007400,ORD1004763,SKU10252,3,3322.23,0.15
LINE0007401,ORD1004764,SKU10540,7,2729.65,0.05
LINE0007402,ORD1004765,SKU10432,1,3140.31,0
LINE0007403,ORD1004766,SKU10010,7,1267.13,0.15
LINE0007404,ORD1004767,SKU10369,2,3234.25,0.15
LINE0007405,ORD1004767,SKU10023,4,3437.89,0.15
LINE0007406,ORD1004768,SKU10171,1,3360.06,0.15
LINE0007407,ORD1004769,SKU10323,6,2986.22,0.1
LINE0007408,ORD1004769,SKU10148,7,2919.36,0.05
LINE0007409,ORD1004770,SKU10304,7,940.01,0.05
LINE0007410,ORD1004771,SKU10362,4,2455.27,0
LINE0007411,ORD1004772,SKU10110,6,1925.93,0.05
LINE0007412,ORD1004773,SKU10471,1,2949.12,0
LINE0007413,ORD1004773,SKU10327,2,1775.71,0
LINE0007414,ORD1004773,SKU10475,3,2894.57,0.1
LINE0007415,ORD1004774,SKU10419,2,3393.64,0.1
LINE0007416,ORD1004774,SKU10309,6,581.52,0
LINE0007417,ORD1004775,SKU10545,5,1824.62,0.05
LINE0007418,ORD1004776,SKU10549,3,41.95,0.05
LINE0007419,ORD1004777,SKU10390,6,1469.42,0
LINE0007420,ORD1004778,SKU10099,3,2843.51,0.05
LINE0007421,ORD1004779,SKU10221,1,2720.11,0.05
LINE0007422,ORD1004779,SKU10381,3,1717.92,0.05
LINE0007423,ORD1004779,SKU10494,2,296.19,0.15
LINE0007424,ORD1004780,SKU10370,3,457.71,0.1
LINE0007425,ORD1004781,SKU10154,6,111.02,0.1
LINE0007426,ORD1004781,SKU10591,1,140.99,0.1
LINE0007427,ORD1004782,SKU10435,0,673.05,0.05
LINE0007428,ORD1004783,SKU10187,1,3157.38,0
LINE0007429,ORD1004784,SKU10441,2,436.45,0
LINE0007430,ORD1004785,SKU10280,5,857.29,0.1
LINE0007431,ORD1004785,SKU10265,4,2931.8,0
LINE0007432,ORD1004786,SKU10531,5,994.96,0.15
LINE0007433,ORD1004787,SKU10137,5,189.59,0.1
LINE0007434,ORD1004787,SKU10274,7,2738.74,0
LINE0007435,ORD1004787,SKU10427,2,34.33,0.05
LINE0007436,ORD1004788,SKU10549,2,40.15,0
LINE0007437,ORD1004789,SKU10341,1,1748.62,0
LINE0007438,ORD1004789,SKU10053,3,1917.8,0.15
LINE0007439,ORD1004790,SKU10524,4,926.53,0
LINE0007440,ORD1004791,SKU10071,5,1528.55,0.05
LINE0007441,ORD1004792,SKU10003,7,524.87,0.05
LINE0007442,ORD1004793,SKU10295,6,3798.54,0
LINE0007443,ORD1004793,SKU10570,1,3788.79,0.1
LINE0007444,ORD1004794,SKU10542,6,3227.16,0
LINE0007445,ORD1004794,SKU10311,2,2088.13,0.15
LINE0007446,ORD1004795,SKU10163,1,356.61,0.05
LINE0007447,ORD1004796,SKU10221,5,2997.46,0.15
LINE0007448,ORD1004796,SKU10480,3,4013.7,0
LINE0007449,ORD1004797,SKU10575,7,3793.12,0
LINE0007450,ORD1004797,SKU10421,3,2453.78,0
LINE0007451,ORD1004798,SKU10011,1,3795.21,0.1
LINE0007452,ORD1004798,SKU10068,7,2836.03,0
LINE0007453,ORD1004799,SKU10598,3,3276.67,0.1
LINE0007454,ORD1004799,SKU10528,5,2280.22,0.05
LINE0007455,ORD1004799,SKU10190,2,2404.7,0
LINE0007456,ORD1004800,SKU10279,5,662.87,0.15
LINE0007457,ORD1004800,SKU10422,4,3520.35,0
LINE0007458,ORD1004801,SKU10142,5,1662.43,0.15
LINE0007459,ORD1004801,SKU10011,2,3354.93,0.1
LINE0007460,ORD1004802,SKU10473,6,3087.34,0
LINE0007461,ORD1004803,SKU10326,2,1505.46,0.1
LINE0007462,ORD1004804,SKU10412,2,380.06,0.15
LINE0007463,ORD1004805,SKU10245,7,903.4,0
LINE0007464,ORD1004806,SKU10161,3,695.41,0.15
LINE0007465,ORD1004807,SKU10221,7,2805.67,0.15
LINE0007466,ORD1004807,SKU10080,3,2025.47,0.15
LINE0007467,ORD1004808,SKU10168,5,617.14,0
LINE0007468,ORD1004809,SKU10048,1,2836.18,0.15
LINE0007469,ORD1004809,SKU10382,4,2444.16,0
LINE0007470,ORD1004810,SKU10479,2,3339.4,0
LINE0007471,ORD1004810,SKU10192,2,122.25,0.05
LINE0007472,ORD1004810,SKU10310,6,4031.95,0.05
LINE0007473,ORD1004811,SKU10099,5,3027.8,0
LINE0007474,ORD1004812,SKU10249,3,2542.02,0.1
LINE0007475,ORD1004813,SKU10377,1,2897.56,0.1
LINE0007476,ORD1004813,SKU10120,3,262.33,0.15
LINE0007477,ORD1004814,SKU10064,3,1909.54,0.1
LINE0007478,ORD1004814,SKU10023,7,3589.06,0.1
LINE0007479,ORD1004814,SKU10125,1,3206.94,0
LINE0007480,ORD1004815,SKU10403,5,95.13,0.1
LINE0007481,ORD1004816,SKU10218,6,567.18,0.1
LINE0007482,ORD1004816,SKU10022,4,674.47,0
LINE0007483,ORD1004817,SKU10011,5,3587.64,0.1
LINE0007484,ORD1004818,SKU10003,1,509.68,0.1
LINE0007485,ORD1004818,SKU10065,7,428.6,0.15
LINE0007486,ORD1004818,SKU10334,3,120.93,0.1
LINE0007487,ORD1004819,SKU10262,6,2117.27,0.05
LINE0007488,ORD1004820,SKU10526,4,1194.68,0
LINE0007489,ORD1004821,SKU10076,3,2480.32,0
LINE0007490,ORD1004822,SKU10005,4,2491.7,0
LINE0007491,ORD1004823,SKU10380,1,2409.78,0.15
LINE0007492,ORD1004824,SKU10427,2,34.28,0.15
LINE0007493,ORD1004824,SKU10341,6,1721.81,0.05
LINE0007494,ORD1004825,SKU10257,1,2630.91,0.05
LINE0007495,ORD1004825,SKU10517,1,1539.21,0.1
LINE0007496,ORD1004826,SKU10190,4,2606.8,0
LINE0007497,ORD1004826,SKU10562,7,3064.19,0.1
LINE0007498,ORD1004826,SKU10302,7,1281.76,0
LINE0007499,ORD1004827,SKU10414,4,188.2,0.05
LINE0007500,ORD1004827,SKU10117,3,2608.48,0.15
LINE0007501,ORD1004828,SKU10222,1,1267.37,0.05
LINE0007502,ORD1004829,SKU10144,4,1000.08,0.1
LINE0007503,ORD1004829,SKU10259,1,592.32,0
LINE0007504,ORD1004830,SKU10430,7,2605.73,0.05
LINE0007505,ORD1004830,SKU10442,3,2108.3,0.05
LINE0007506,ORD1004831,SKU10339,1,1189.02,0.1
LINE0007507,ORD1004832,SKU10444,3,196.54,0.15
LINE0007508,ORD1004833,SKU10219,4,140.4,0.15
LINE0007509,ORD1004833,SKU10216,5,1855.18,0.1
LINE0007510,ORD1004834,SKU10043,7,1216.74,0.05
LINE0007511,ORD1004834,SKU10185,6,423.63,0.15
LINE0007512,ORD1004834,SKU10224,3,433.06,0.1
LINE0007513,ORD1004835,SKU10190,3,2751.67,0.05
LINE0007514,ORD1004836,SKU10096,4,2411.82,0.05
LINE0007515,ORD1004836,SKU10432,7,3283.17,0.05
LINE0007516,ORD1004837,SKU10263,2,2395.46,0.1
LINE0007517,ORD1004837,SKU10293,1,3604.55,0
LINE0007518,ORD1004838,SKU10191,1,1302.68,0
LINE0007519,ORD1004839,SKU10426,7,3487.4,0.05
LINE0007520,ORD1004839,SKU10250,7,3431.31,0.05
LINE0007521,ORD1004839,SKU10336,1,907.64,0.05
LINE0007522,ORD1004840,SKU10571,4,3740.05,0.05
LINE0007523,ORD1004841,SKU10195,6,2309.54,0.15
LINE0007524,ORD1004842,SKU10215,5,3535.32,0.05
LINE0007525,ORD1004842,SKU10386,5,1572.83,0.15
LINE0007526,ORD1004843,SKU10329,6,4092.13,0.05
LINE0007527,ORD1004843,SKU10111,1,3712.57,0.15
LINE0007528,ORD1004843,SKU10551,2,2271.35,0.15
LINE0007529,ORD1004844,SKU10131,7,1554.42,0.1
LINE0007530,ORD1004845,SKU10337,5,314.68,0.15
LINE0007531,ORD1004845,SKU10272,1,3382.32,0
LINE0007532,ORD1004846,SKU10449,4,2867.84,0.05
LINE0007533,ORD1004846,SKU10204,1,1762.32,0.15
LINE0007534,ORD1004847,SKU10195,1,2402.92,0.1
LINE0007535,ORD1004847,SKU10388,4,915.11,0.05
LINE0007536,ORD1004848,SKU10132,5,1005.57,0
LINE0007537,ORD1004849,SKU10001,3,835.99,0.15
LINE0007538,ORD1004849,SKU10145,7,149.74,0.15
LINE0007539,ORD1004850,SKU10173,7,446.1,0.05
LINE0007540,ORD1004850,SKU10326,2,1857.69,0.1
LINE0007541,ORD1004851,SKU10124,7,2888.35,0
LINE0007542,ORD1004852,SKU10316,1,1523.68,0.1
LINE0007543,ORD1004853,SKU10271,1,2810.17,0
LINE0007544,ORD1004854,SKU10085,5,3091.92,0.1
LINE0007545,ORD1004854,SKU10580,6,3697.28,0
LINE0007546,ORD1004855,SKU10017,2,57.36,0.1
LINE0007547,ORD1004855,SKU10079,1,1512.63,0.1
LINE0007548,ORD1004856,SKU10225,4,2713.66,0.05
LINE0007549,ORD1004856,SKU10411,2,1050.14,0
LINE0007550,ORD1004857,SKU10529,6,58.56,0.1
LINE0007551,ORD1004858,SKU10573,7,3071.54,0.1
LINE0007552,ORD1004858,SKU10253,2,2186.46,0
LINE0007553,ORD1004858,SKU10296,3,1727.58,0.05
LINE0007554,ORD1004859,SKU10416,7,813.53,0
LINE0007555,ORD1004859,SKU10119,1,929.27,0.15
LINE0007556,ORD1004860,SKU10554,4,1873.77,0.05
LINE0007557,ORD1004861,SKU10361,2,1505.14,0.15
LINE0007558,ORD1004862,SKU10546,1,546.44,0
LINE0007559,ORD1004863,SKU10451,3,1113.23,0.1
LINE0007560,ORD1004863,SKU10399,2,435.42,0.15
LINE0007561,ORD1004864,SKU10522,6,349.73,0
LINE0007562,ORD1004865,SKU10334,3,141.39,0
LINE0007563,ORD1004866,SKU10185,4,410.28,0.15
LINE0007564,ORD1004866,SKU10291,7,1249.57,0.05
LINE0007565,ORD1004867,SKU10201,3,2409.81,0
LINE0007566,ORD1004867,SKU10588,1,157.71,0
LINE0007567,ORD1004868,SKU10372,5,4074.61,0.15
LINE0007568,ORD1004868,SKU10228,4,2765.4,0.05
LINE0007569,ORD1004868,SKU10286,4,281.52,0
LINE0007570,ORD1004869,SKU10328,3,2432.35,0.1
LINE0007571,ORD1004870,SKU10477,1,706.22,0
LINE0007572,ORD1004870,SKU10398,6,4003.3,0.1
LINE0007573,ORD1004871,SKU10236,5,1691.57,0.05
LINE0007574,ORD1004872,SKU10514,1,822.82,0
LINE0007575,ORD1004873,SKU10192,3,149.48,0
LINE0007576,ORD1004873,SKU10333,7,3022.43,0.1
LINE0007577,ORD1004874,SKU10218,6,605.35,0.1
LINE0007578,ORD1004875,SKU10253,5,2150.97,0.1
LINE0007579,ORD1004876,SKU10304,7,799.7,0.05
LINE0007580,ORD1004877,SKU10400,7,1114.09,0.05
LINE0007581,ORD1004877,SKU10599,3,2264.1,0.1
LINE0007582,ORD1004877,SKU10411,5,996.64,0.15
LINE0007583,ORD1004878,SKU10289,5,1111.78,0.05
LINE0007584,ORD1004878,SKU10420,3,572.18,0.05
LINE0007585,ORD1004879,SKU10450,2,90.75,0.05
LINE0007586,ORD1004880,SKU10561,6,2775.5,0
LINE0007587,ORD1004881,SKU10533,6,2898.23,0.1
LINE0007588,ORD1004881,SKU10434,7,1991.29,0.05
LINE0007589,ORD1004881,SKU10423,5,1061.06,0.15
LINE0007590,ORD1004882,SKU10223,6,213.25,0.1
LINE0007591,ORD1004883,SKU10359,1,1566.68,0
LINE0007592,ORD1004883,SKU10030,6,697.84,0
LINE0007593,ORD1004884,SKU10545,6,2000.82,0.05
LINE0007594,ORD1004884,SKU10166,5,2631.98,0
LINE0007595,ORD1004885,SKU10123,7,3782.44,0.15
LINE0007596,ORD1004885,SKU10597,1,146.55,0.05
LINE0007597,ORD1004886,SKU10263,4,2775.95,0
LINE0007598,ORD1004887,SKU10177,5,501.61,0.15
LINE0007599,ORD1004888,SKU10499,5,2250.99,0.05
LINE0007600,ORD1004888,SKU10036,4,2270.79,0.15
LINE0007601,ORD1004889,SKU10154,3,120.33,0.15
LINE0007602,ORD1004890,SKU10430,1,2912.29,0.05
LINE0007603,ORD1004890,SKU10451,6,1183.64,0
LINE0007604,ORD1004891,SKU10515,3,2513.88,0.05
LINE0007605,ORD1004892,SKU10404,5,842.55,0.1
LINE0007606,ORD1004892,SKU10135,6,1929.18,0
LINE0007607,ORD1004893,SKU10401,6,328.9,0.15
LINE0007608,ORD1004893,SKU10268,1,2863.11,0.15
LINE0007609,ORD1004893,SKU10093,4,805.88,0.15
LINE0007610,ORD1004894,SKU10495,1,227.26,0
LINE0007611,ORD1004894,SKU10248,3,2188.34,0
LINE0007612,ORD1004895,SKU10319,7,1193.82,0.1
LINE0007613,ORD1004896,SKU10307,5,2123.91,0.1
LINE0007614,ORD1004897,SKU10400,5,1190.18,0.05
LINE0007615,ORD1004898,SKU10352,4,3677.73,0.15
LINE0007616,ORD1004898,SKU10255,5,1268.29,0
LINE0007617,ORD1004899,SKU10376,1,2663.46,0
LINE0007618,ORD1004900,SKU10344,5,476.78,0.1
LINE0007619,ORD1004901,SKU10440,1,665.9,0.15
LINE0007620,ORD1004901,SKU10462,5,3414.21,0.15
LINE0007621,ORD1004902,SKU10191,6,1161.24,0.1
LINE0007622,ORD1004902,SKU10334,1,142.29,0.05
LINE0007623,ORD1004903,SKU10149,7,693.7,0.05
LINE0007624,ORD1004903,SKU10569,4,2671.58,0.05
LINE0007625,ORD1004904,SKU10154,7,114.44,0.15
LINE0007626,ORD1004904,SKU10352,7,3466.93,0
LINE0007627,ORD1004905,SKU10280,4,944.35,0.1
LINE0007628,ORD1004906,SKU10295,2,3265.84,0.1
LINE0007629,ORD1004907,SKU10543,1,2746.17,0.1
LINE0007630,ORD1004908,SKU10595,7,1516.34,0.1
LINE0007631,ORD1004909,SKU10154,5,119.34,0.1
LINE0007632,ORD1004909,SKU10516,2,231.95,0.1
LINE0007633,ORD1004910,SKU10537,2,1579.07,0.15
LINE0007634,ORD1004911,SKU10067,1,1336.04,0
LINE0007635,ORD1004912,SKU10369,1,2866.84,0
LINE0007636,ORD1004913,SKU10080,3,2274.38,0.05
LINE0007637,ORD1004913,SKU10498,3,1497.33,0.1
LINE0007638,ORD1004914,SKU10558,1,458.67,0.05
LINE0007639,ORD1004914,SKU10422,3,3938.6,0.1
LINE0007640,ORD1004915,SKU10505,3,948.22,0
LINE0007641,ORD1004915,SKU10423,5,1006.37,0
LINE0007642,ORD1004916,SKU10134,4,1422.77,0.05
LINE0007643,ORD1004917,SKU10157,4,3391.82,0.15
LINE0007644,ORD1004918,SKU10206,7,1447.39,0
LINE0007645,ORD1004919,SKU10324,5,1642.76,0.15
LINE0007646,ORD1004920,SKU10215,5,3278.58,0
LINE0007647,ORD1004921,SKU10102,3,3060.31,0.15
LINE0007648,ORD1004922,SKU10188,1,4103.29,0.15
LINE0007649,ORD1004923,SKU10300,7,3469.17,0
LINE0007650,ORD1004923,SKU10288,6,2707.77,0.15
LINE0007651,ORD1004923,SKU10040,2,483.47,0.05
LINE0007652,ORD1004924,SKU10281,1,4117.08,0.1
LINE0007653,ORD1004925,SKU10119,7,888.23,0.15
LINE0007654,ORD1004925,SKU10395,1,1068.4,0.05
LINE0007655,ORD1004926,SKU10210,6,3463.29,0.15
LINE0007656,ORD1004926,SKU10132,1,968.81,0.15
LINE0007657,ORD1004927,SKU10388,4,954.24,0.1
LINE0007658,ORD1004928,SKU10453,2,2898.46,0.05
LINE0007659,ORD1004928,SKU10397,7,2737.55,0.1
LINE0007660,ORD1004929,SKU10262,1,2066.19,0.1
LINE0007661,ORD1004930,SKU10508,2,2773.13,0.15
LINE0007662,ORD1004931,SKU10492,7,831.89,0.05
LINE0007663,ORD1004932,SKU10255,1,1310.36,0.15
LINE0007664,ORD1004933,SKU10305,7,135.41,0.1
LINE0007665,ORD1004933,SKU10433,5,3648.98,0
LINE0007666,ORD1004934,SKU10054,2,47.9,0.1
LINE0007667,ORD1004934,SKU10448,6,635.81,0.1
LINE0007668,ORD1004935,SKU10307,3,1860.44,0.15
LINE0007669,ORD1004936,SKU10180,5,2351.12,0.1
LINE0007670,ORD1004936,SKU10023,7,3342.63,0.05
LINE0007671,ORD1004936,SKU10490,4,2321.23,0.1
LINE0007672,ORD1004937,SKU10428,5,1273.89,0.15
LINE0007673,ORD1004937,SKU10050,2,4212.23,0.15
LINE0007674,ORD1004938,SKU10220,5,184.34,0
LINE0007675,ORD1004938,SKU10292,6,2747.8,0.15
LINE0007676,ORD1004939,SKU10183,1,2296.59,0.15
LINE0007677,ORD1004939,SKU10381,4,1837.77,0.1
LINE0007678,ORD1004940,SKU10146,3,1252.77,0.1
LINE0007679,ORD1004941,SKU10033,5,972.64,0
LINE0007680,ORD1004942,SKU10353,3,2719.33,0
LINE0007681,ORD1004943,SKU10392,6,1272.55,0.1
LINE0007682,ORD1004944,SKU10203,6,3212.67,0.15
LINE0007683,ORD1004944,SKU10017,7,59.88,0.1
LINE0007684,ORD1004945,SKU10040,5,433.3,0
LINE0007685,ORD1004945,SKU10524,6,976.67,0.05
LINE0007686,ORD1004946,SKU10210,3,3651.06,0.15
LINE0007687,ORD1004946,SKU10516,2,268.93,0.1
LINE0007688,ORD1004947,SKU10120,7,266.52,0.05
LINE0007689,ORD1004948,SKU10454,7,2496.07,0.1
LINE0007690,ORD1004948,SKU10047,7,2841.3,0.1
LINE0007691,ORD1004949,SKU10171,4,3393.96,0.05
LINE0007692,ORD1004949,SKU10389,5,2373.83,0
LINE0007693,ORD1004949,SKU10576,3,2368.14,0.15
LINE0007694,ORD1004950,SKU10386,5,1571.38,0
LINE0007695,ORD1004951,SKU10005,4,2375.47,0.1
LINE0007696,ORD1004952,SKU10261,2,461.39,0.1
LINE0007697,ORD1004952,SKU10342,2,876.21,0.05
LINE0007698,ORD1004953,SKU10244,4,3809.84,0.1
LINE0007699,ORD1004953,SKU10002,7,35.4,0.05
LINE0007700,ORD1004953,SKU10522,7,314.82,0.05
